product_id,marketplace_id,product_title,product_price,list_price,manufacturer,upc,model_name,product_dimensions,product_weight,customer_ratings,average_rating,listing_url,image_url,seller_info_url
B09LRZWW64,2,"ZUYOKI 9 Colors Eyeshadow Makeup Palette, Eyeshadow Palette Matte Shimmer Long Lasting Waterproof Eye Shadow Pallet, Highly Pigmented, Gifts for Valentine's Day Wedding Evening Party (Pink)",$7.96,$7.96,ZUYOKI,-,-,-,-,8 ratings,2.6 out of 5 stars,https://www.amazon.com/Eyeshadow-Palette-Waterproof-Pigmented-Valentines/dp/B09LRZWW64/ref=sr_1_73?keywords=9+color+eyeshadow+palette&qid=1699047908&sr=8-73,https://m.media-amazon.com/images/I/71ljuDs1JiS._AC_UL320_.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AUNFXPRO1KLR0&asin=B09LRZWW64&ref_=dp_merchant_link
B087V969ZH,2,ABELYN Long Lasting Glitter Eyeshadow Palette Makeup 30 Colors High Pigment Shining Shimmer Eye Pressed Powder Cosmetics Beauty Party,$12.98,$12.98,ABELYN,-,-,9.69 x 7.91 x 0.59 inches, 10.05 Ounces,144 ratings,4.5 out of 5 stars,https://www.amazon.com/Abelyn-Lasting-Glitter-Eyeshadow-Cosmetics/dp/B087V969ZH/ref=sr_1_74?keywords=9+color+eyeshadow+palette&qid=1699047908&sr=8-74,https://m.media-amazon.com/images/I/71H3Ee+M9eL._AC_UL320_.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3HDBB8A70E6XM&asin=B087V969ZH&ref_=dp_merchant_link&isAmazonFulfilled=1
B0C4ZPB5JR,2,"SAUBZEAN Blue Eyeshadow Pencil Makeup, Waterproof Hypoallergenic Long Lasting Crayon, Highlighter Matte Cream Eye Shadow Stick, Glitter Primer Palette Shimmer Eyeliner Pen",$6.98,$6.98,SAUBZEAN,-,-,Item Dimensions LxWxH,-,16 ratings,3.8 out of 5 stars,https://www.amazon.com/SAUBZEAN-Eyeshadow-Waterproof-Hypoallergenic-Highlighter/dp/B0C4ZPB5JR/ref=sr_1_75?keywords=9+color+eyeshadow+palette&qid=1699047908&sr=8-75,https://m.media-amazon.com/images/I/71rU0BMU7sL._AC_UL320_.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=APSLXOOTCZ388&asin=B0C4ZPB5JR&ref_=dp_merchant_link&isAmazonFulfilled=1
B0BL74MW4N,2,"NICEFACE 9 Colors Bright Glitter Eyeshadow Palette, Colorful Shimmer Waterproof Long Lasting Sparkling Body Glitte, Eye Shadow Palette for Body, Eyes, Lips, Face (Set 01#)",$4.98,$4.98,NICEFACE,-,-,2.6 x 2.6 x 0.5 inches, 1.41 Ounces,-,-,https://www.amazon.com/NICEFACE-Eyeshadow-Colorful-Waterproof-Sparkling/dp/B0BL74MW4N/ref=sr_1_76?keywords=9+color+eyeshadow+palette&qid=1699047908&sr=8-76,https://m.media-amazon.com/images/I/71pP8XquJtL._AC_UL320_.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1ZAKH5FIQH3DZ&asin=B0BL74MW4N&ref_=dp_merchant_link&isAmazonFulfilled=1
B07GNWZHMX,2,Obsessed 9 Color Eyeshadow Palette (Obsessed 3),$7.69,$7.69,Ccolor,SG_B07GNWZHMX_US,-,3.1 x 2.9 x 0.4 inches, 1.59 Ounces,26 ratings,3.7 out of 5 stars,https://www.amazon.com/Obsessed-Color-Eyeshadow-Palette/dp/B07GNWZHMX/ref=sr_1_77?keywords=9+color+eyeshadow+palette&qid=1699047908&sr=8-77,https://m.media-amazon.com/images/I/81uGSlWrAaL._AC_UL320_.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2713T8EQBV0F3&asin=B07GNWZHMX&ref_=dp_merchant_link&isAmazonFulfilled=1
B07JY5L66N,1,Rude - Cocktail Party 9 Color Eyeshadow Palette - Purple Flame,$13.00,$13.00,Rude Cosmetics,602989881788,-,Item Dimensions LxWxH,-,16 ratings,3.9 out of 5 stars,https://www.amazon.com/Cosmetics-Cocktail-Party-Eyeshadow-Palette/dp/B07JY5L66N/ref=sr_1_78?keywords=9+color+eyeshadow+palette&qid=1699047908&sr=8-78,https://m.media-amazon.com/images/I/81em1BBf5BL._AC_UL320_.jpg,-
B0BKTQ1RF5,2,Dose of Colors Nine Years Ago... Eyeshadow Palette,$36.00,$36.00,Dose of Colors,-,-,3.37 x 3.25 x 0.62 inches, 3.53 Ounces,2 ratings,4.5 out of 5 stars,https://www.amazon.com/Dose-Colors-Years-Eyeshadow-Palette/dp/B0BKTQ1RF5/ref=sr_1_79?keywords=9+color+eyeshadow+palette&qid=1699047908&sr=8-79,https://m.media-amazon.com/images/I/714UP4WdOcL._AC_UL320_.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AN6NDRWWAG2HC&asin=B0BKTQ1RF5&ref_=dp_merchant_link&isAmazonFulfilled=1
B0CKN4YFXG,2,"Black Smoky Eye Shadow Palette, 9 Colors Matte Glitter Eyeshadow Palette Highly Pigmented Waterproof Goth Halloween Makeup Palette, Blue Eyeshadow Palette for Women Girls Thanksgiving Christmas Gifts",$9.99,$9.99,Eaureum,-,-,3.94 x 3.94 x 0.39 inches, 3.53 Ounces,-,-,https://www.amazon.com/Eyeshadow-Pigmented-Waterproof-Halloween-Thanksgiving/dp/B0CKN4YFXG/ref=sr_1_80?keywords=9+color+eyeshadow+palette&qid=1699047908&sr=8-80,https://m.media-amazon.com/images/I/71zGpZe181L._AC_UL320_.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1KX0JY36C48FT&asin=B0CKN4YFXG&ref_=dp_merchant_link&isAmazonFulfilled=1
B09NQ1L1SX,-,Eyeshadow Palette 9 Colors Matte Nude Shimmer Highly Pigmented Colorful Powder Long Lasting Eye Shadow Makeup Pallet, $3.99 , $3.99 ,Xiahium Women Makeup,Gift for Women,-,-,-,-,-,https://www.amazon.com/Eyeshadow-Palette-Shimmer-Pigmented-Colorful/dp/B09NQ1L1SX/ref=sr_1_81?keywords=9+color+eyeshadow+palette&qid=1699047908&sr=8-81,https://m.media-amazon.com/images/I/61dxDEbnedL._AC_UL320_.jpg,-
B09PQK8T7W,-,"BliBling 9 Colors Black Smokey Eyeshadow Palette, Cool Toned Matte Glitter Eye Shadow Palette Makeup Long Lasting Waterproof Eyeshadow Palette for Girls and Women (silver)",-,-,BliBling,-,-,5.59 x 4.53 x 0.63 inches, 3.21 Ounces,90 ratings,4.0 out of 5 stars,https://www.amazon.com/Eyeshadow-Palette-Glitter-Lasting-Waterproof/dp/B09PQK8T7W/ref=sr_1_82?keywords=9+color+eyeshadow+palette&qid=1699047908&sr=8-82,https://m.media-amazon.com/images/I/712TJK6fO7L._AC_UL320_.jpg,-
B0BC23NXXV,2,"Yinhing Eyeshadow Palette Makeup,9 Colors Earth Tones Eye Shadow,Portable Orange Tones Matte Pearlescent Long Lasting Contour Make Up Pallet(01)",$10.19,$10.19,Yinhing,-,-,4.09 x 3.46 x 0.87 inches, 2.4 Ounces,1 rating,5.0 out of 5 stars,https://www.amazon.com/Eyeshadow-Palette-Portable-Pearlescent-Lasting/dp/B0BC23NXXV/ref=sr_1_83?keywords=9+color+eyeshadow+palette&qid=1699047908&sr=8-83,https://m.media-amazon.com/images/I/61Lu1RCaOdL._AC_UL320_.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A255P0GKH5I0BI&asin=B0BC23NXXV&ref_=dp_merchant_link&isAmazonFulfilled=1
B0BYNT1FYL,2,"9 Colors Pearlescent Eyeshadow Palette, Purple Smoky Eye Shadow Palette, Matte Shimmer Longwearing Highly Pigmented Reflective Powder Palet, Glitter Sequins Smoky Sweet Cool Eye Makeup Palette",$8.98,$8.98,BSMKCL,-,-,3.19 x 3.19 x 0.67 inches, 2.47 Ounces,18 ratings,4.3 out of 5 stars,https://www.amazon.com/Pearlescent-Eyeshadow-Longwearing-Pigmented-Reflective/dp/B0BYNT1FYL/ref=sr_1_84?keywords=9+color+eyeshadow+palette&qid=1699047908&sr=8-84,https://m.media-amazon.com/images/I/61SYfFueQ4L._AC_UL320_.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3VAA1BIVYDYIU&asin=B0BYNT1FYL&ref_=dp_merchant_link&isAmazonFulfilled=1
B09HGFMBNY,-,Kara Beauty AMORE 9 color Eyeshadow Palette - VEGAN,-,-,Kara Beauty,-,-,3.7 x 3.58 x 0.63 inches, 3.88 Ounces,-,-,https://www.amazon.com/BEAUTY-AMORE-color-Eyeshadow-Palette/dp/B09HGFMBNY/ref=sr_1_85?keywords=9+color+eyeshadow+palette&qid=1699047908&sr=8-85,https://m.media-amazon.com/images/I/A13CeumpW9L._AC_UL320_.jpg,-
B09D791XW1,2,"Colourpop ''Going Coconuts'' Shadow Palette - 9 Pan Eyeshadow Palette Full Size, No Box, 0.03 Ounce",$22.40,$22.40,-,-,-,4.17 x 4.06 x 0.75 inches, 0.03 Ounces,186 ratings,4.0 out of 5 stars,https://www.amazon.com/Colourpop-Going-Coconuts-Shadow-Palette/dp/B09D791XW1/ref=sr_1_86?keywords=9+color+eyeshadow+palette&qid=1699047908&sr=8-86,https://m.media-amazon.com/images/I/61dZkJKYqvL._AC_UL320_.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3UNBSFTO1F5XA&asin=B09D791XW1&ref_=dp_merchant_link&isAmazonFulfilled=1
B0C1FHYM3F,2,"dasique Shadow Palette #18 Berry Smoothie l Vegan, Cruelty-Free l 18 Blendable Shades in Smooth Matte and Shimmer Finishes with Gorgeous Pearls",$29.90,$29.90,"KODI CO., LTD.",-,-,Item Dimensions LxWxH,-,828 ratings,4.2 out of 5 stars,https://www.amazon.com/dasique-Smoothie-Cruelty-Free-Blendable-Finishes/dp/B0C1FHYM3F/ref=sr_1_87?keywords=9+color+eyeshadow+palette&qid=1699047908&sr=8-87,https://m.media-amazon.com/images/I/61tC9XmB6sL._AC_UL320_.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1ATQ11TIDBOT5&asin=B0C1FHYM3F&ref_=dp_merchant_link&isAmazonFulfilled=1
B0C8FK28WQ,2,"30 Colors Glitter Glittery Shimmery Magic Eyeshadow Makeup Palette Pallet, Glitter Shimmer Matte Colors Blue Green Red Purple Yellow Sparkle Glitter Gel Glue Makeup Eyeshadow Palettes Pallet (30 Colors)",$9.99,$9.99,AMY'S DIARY,-,-,Item Dimensions LxWxH,-,33 ratings,4.2 out of 5 stars,https://www.amazon.com/Glitter-Glittery-Shimmery-Eyeshadow-Palettes/dp/B0C8FK28WQ/ref=sr_1_88?keywords=9+color+eyeshadow+palette&qid=1699047908&sr=8-88,https://m.media-amazon.com/images/I/71rUHm4JVAL._AC_UL320_.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=ADFM9IGZCBSKR&asin=B0C8FK28WQ&ref_=dp_merchant_link&isAmazonFulfilled=1
B0C73YPZ26,2,Lovelycat 9 Colors Glitter Eyeshadow Makeup Palette Matte High Pigmented Colorful Creamy Texture Eye Shadow Powder Natural Waterproof Long Lasting Eyeshadow Powder Cosmetics (pink),$9.29,$9.29,Lovelycat,-,-,5.51 x 3.94 x 1.3 inches, 1.13 Ounces,2 ratings,2.0 out of 5 stars,https://www.amazon.com/Lovelycat-Eyeshadow-Pigmented-Waterproof-Cosmetics/dp/B0C73YPZ26/ref=sr_1_89?keywords=9+color+eyeshadow+palette&qid=1699047908&sr=8-89,https://m.media-amazon.com/images/I/617z7FbrWkL._AC_UL320_.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A37AOE76NBF2KQ&asin=B0C73YPZ26&ref_=dp_merchant_link&isAmazonFulfilled=1
B09LRDJ23Y,2,Rachel Couture Eyeshadow Palette with Natural Ingredients & Pure Pigments | Vegan & Cruelty-Free | Infused with Natural Botanical Extracts – 9 Colors - Rachel Select,$18.00,$18.00,Rachel Couture,-,-,5 x 5 x 1 inches, 12 Ounces,4 ratings,4.1 out of 5 stars,https://www.amazon.com/Rachel-Couture-Eyeshadow-Ingredients-Botanical/dp/B09LRDJ23Y/ref=sr_1_90?keywords=9+color+eyeshadow+palette&qid=1699047908&sr=8-90,https://m.media-amazon.com/images/I/714h4nQmcjL._AC_UL320_.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3AHIP80VA3NFH&asin=B09LRDJ23Y&ref_=dp_merchant_link&isAmazonFulfilled=1
B09HKJ66PM,2,"Catkin 2Pcs Makeup Set Includes Eyeshadow Palette C08 and C09, Makeup Matte Glitter Shimmer Metallic Highly Pigmented Creamy Texture Natural Bronze Neutral Cosmetic 9 Color Eye Shadows",$39.99,$39.99,-,-,-,-,-,4 ratings,3.2 out of 5 stars,https://www.amazon.com/Eyeshadow-Palette-Metallic-Pigmented-Cosmetic/dp/B09HKJ66PM/ref=sr_1_91?keywords=9+color+eyeshadow+palette&qid=1699047908&sr=8-91,https://m.media-amazon.com/images/I/61rMk9k6nzL._AC_UL320_.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2YAOF24IV00Z0&asin=B09HKJ66PM&ref_=dp_merchant_link&isAmazonFulfilled=1
B0BXR5HF5V,2,"EM COSMETICS Divine Skies Eyeshadow Palette, 6 Ultra Pigmented Matte Shimmer Satin Shades, 9g (Faded Clementine)",$42.00,$42.00,Madeby Collective,-,-,3.9 x 3.58 x 0.43 inches, 3.53 Ounces,2 ratings,4.5 out of 5 stars,https://www.amazon.com/EM-COSMETICS-Eyeshadow-Pigmented-Clementine/dp/B0BXR5HF5V/ref=sr_1_92?keywords=9+color+eyeshadow+palette&qid=1699047908&sr=8-92,https://m.media-amazon.com/images/I/61ZQiXVkp3L._AC_UL320_.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AMSP18IVB2AU7&asin=B0BXR5HF5V&ref_=dp_merchant_link&isAmazonFulfilled=1
B01GR401DS,-,MAC Eye Shadow X9 Amber Times Nine,-,-,MAC,1,-,2.83 x 0.71 x 0.79 inches, 2.12 Ounces,12 ratings,4.6 out of 5 stars,https://www.amazon.com/MAC-Shadow-Amber-Times-Nine/dp/B01GR401DS/ref=sr_1_93?keywords=9+color+eyeshadow+palette&qid=1699047908&sr=8-93,https://m.media-amazon.com/images/I/61Dig8nE2WL._AC_UL320_.jpg,-
B08QMVR6R7,2,"MYUANGO Color Fusion Eyeshadow Palette Highly Pigmented 39 Shades Pink Purple Matte and Shimmers Makeup Palette, Blendable Waterproof Eye Shadow, Cruelty- Free Makeup Pallet, Full Face Eye Make Up",$9.88,$16.99,MYUANGO,B562101,-,9.76 x 8.39 x 0.79 inches, 8.82 Ounces,"4,085 ratings",4.7 out of 5 stars,https://www.amazon.com/Pigmented-Metallic-Eyeshadow-Sweatproof-Waterproof/dp/B08QMVR6R7/ref=sr_1_94?keywords=9+color+eyeshadow+palette&qid=1699047908&sr=8-94,https://m.media-amazon.com/images/I/71dxRvKK03L._AC_UL320_.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2PRVP6EWMU43J&asin=B08QMVR6R7&ref_=dp_merchant_link&isAmazonFulfilled=1
B09D74GG2Y,2,"Colourpop ""Baby Got Peach"" Shadow Palette - 9 Pan Eyeshadow Palette Full Size, No Box",$24.99,$24.99,-,-,-,4.33 x 4.33 x 0.91 inches, 8.47 Ounces,67 ratings,4.2 out of 5 stars,https://www.amazon.com/Colourpop-Baby-Peach-Shadow-Palette/dp/B09D74GG2Y/ref=sr_1_95?keywords=9+color+eyeshadow+palette&qid=1699047908&sr=8-95,https://m.media-amazon.com/images/I/61xTJdD4XwL._AC_UL320_.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2C60VFKB5KJ8N&asin=B09D74GG2Y&ref_=dp_merchant_link&isAmazonFulfilled=1
B0C8H6Q8TQ,2,"Pro Face Body Paint Oil Eyeshadow Eyeliner Palette,Safe Hypoallergenic Palet for Halloween Cosplay Parties and Festivals.D",$4.99,$4.99,SUAKE,-,-,3.82 x 3.66 x 0.63 inches, 2.89 Ounces,1 rating,4.0 out of 5 stars,https://www.amazon.com/Eyeshadow-Eyeliner-Hypoallergenic-Halloween-Festivals-D/dp/B0C8H6Q8TQ/ref=sr_1_96?keywords=9+color+eyeshadow+palette&qid=1699047908&sr=8-96,https://m.media-amazon.com/images/I/71N9xR7X-nL._AC_UL320_.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2RPNNATFOLK1Q&asin=B0C8H6Q8TQ&ref_=dp_merchant_link&isAmazonFulfilled=1
B07J2VB2KZ,2,DISAAR BEAUTY 9 Colors Glitter Eyeshadow Eye Shadow Palette & Makeup Cosmetic Brush Set NEW (#05),$9.99,$9.99,DISAAR BEAUTY,-,-,2 x 0.65 x 5 inches, 1.59 Ounces,96 ratings,4.1 out of 5 stars,https://www.amazon.com/DISAAR-BEAUTY-Glitter-Eyeshadow-Cosmetic/dp/B07J2VB2KZ/ref=sr_1_97?keywords=9+color+eyeshadow+palette&qid=1699047908&sr=8-97,https://m.media-amazon.com/images/I/71Kd3QrXw9L._AC_UL320_.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3B9JKOZE5E24J&asin=B07J2VB2KZ&ref_=dp_merchant_link&isAmazonFulfilled=1
B0B3TFHW75,2,"AMY'S DIARY 10 Colors Eyeshadow Palette, High Pigmented, Blendable Long Lasting Neutral Eye Palette (11)",$7.99,$7.99,AMY'S DIARY,-,-,Item Dimensions LxWxH,-,296 ratings,3.8 out of 5 stars,https://www.amazon.com/AMYS-DIARY-Eyeshadow-Pigmented-Blendable/dp/B0B3TFHW75/ref=sr_1_98?keywords=9+color+eyeshadow+palette&qid=1699047908&sr=8-98,https://m.media-amazon.com/images/I/61kyki9owOL._AC_UL320_.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=ADFM9IGZCBSKR&asin=B0B3TFHW75&ref_=dp_merchant_link&isAmazonFulfilled=1
B0C385DPDJ,-,"Metiplou 10 Colors Eyeshadow Palette Eye Makeup - Matte Shimmer Glitter Eye Shadow Brown Neutral Nude Eyeshadow,High Pigment Blendable Naturing-Looking, (12)",-,-,Metiplou,-,-,4.4 x 0.57 x 0.57 inches, 1.76 Ounces,79 ratings,3.8 out of 5 stars,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3Mjc1NjUzNDgwMjI1NjcxOjE2OTkwNDc5MTY6c3BfYXRmX25leHQ6MjAwMTYwNzYyODc0Njk4OjowOjo&url=%2FMetiplou-Colors-Eyeshadow-Palette-Makeup%2Fdp%2FB0C385DPDJ%2Fref%3Dsr_1_97_sspa%3Fkeywords%3D9%2Bcolor%2Beyeshadow%2Bpalette%26qid%3D1699047916%26sr%3D8-97-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,https://m.media-amazon.com/images/I/81Idv9GSN6L._AC_UL320_.jpg,-
B0BLYGFZ48,-,Blue Eyeshadow Stick 2 in 1 Cream Shimmer Smooth Eye shadow Pencil Eyeliner Hypoallergenic Waterproof Long Lasting Eye shadow Highlighter Stick Multi-Dimensional eyes Look (16# Midnight Blue Shimmer),-,-,TWLBXMG,-,-,5.1 x 0.58 x 0.58 inches, 0.63 Ounces,305 ratings,3.7 out of 5 stars,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3Mjc1NjUzNDgwMjI1NjcxOjE2OTkwNDc5MTY6c3BfYXRmX25leHQ6MjAwMTA5NTYwNjE5ODk4OjowOjo&url=%2FEyeshadow-Hypoallergenic-Waterproof-Highlighter-Multi-Dimensional%2Fdp%2FB0BLYGFZ48%2Fref%3Dsr_1_98_sspa%3Fkeywords%3D9%2Bcolor%2Beyeshadow%2Bpalette%26qid%3D1699047916%26sr%3D8-98-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,https://m.media-amazon.com/images/I/71yANiJqb9L._AC_UL320_.jpg,-
B0BFFFTJTN,-,"LUXAZA 10PCS Eyeshadow Stick,Shimmer And Matte Brown Metallic Cream Eyeshadow Pencil Crayon with Smudge-proof & Waterproof,Eye Brightener Stick",-,-,LUXAZA,-,-,8.82 x 5.83 x 0.75 inches, 7.05 Ounces,856 ratings,4.0 out of 5 stars,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3Mjc1NjUzNDgwMjI1NjcxOjE2OTkwNDc5MTY6c3BfYXRmX25leHQ6MjAwMTQwMDUwMTYzMjk4OjowOjo&url=%2FLUXAZA-Eyeshadow-Stick-6%2Fdp%2FB0BFFFTJTN%2Fref%3Dsr_1_99_sspa%3Fkeywords%3D9%2Bcolor%2Beyeshadow%2Bpalette%26qid%3D1699047916%26sr%3D8-99-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,https://m.media-amazon.com/images/I/71t54CawGXL._AC_UL320_.jpg,-
B0BVTSG5SK,-,"9 Color Matte & Shimmer Eyeshadow Palette, Waterproof High Pigmented Smokey and Cool-Toned Shadows in Black Gray Silver and White, Makeup Palette for Smoky Gothic and Halloween Looks(Black#)",-,-,MAY FOLTREN,-,-,2.87 x 2.83 x 0.55 inches, 1.45 Ounces,136 ratings,4.2 out of 5 stars,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3Mjc1NjUzNDgwMjI1NjcxOjE2OTkwNDc5MTY6c3BfYXRmX25leHQ6MzAwMDM5NjY0Mjk4MTAyOjowOjo&url=%2FEyeshadow-Waterproof-Pigmented-Cool-Toned-Halloween%2Fdp%2FB0BVTSG5SK%2Fref%3Dsr_1_100_sspa%3Fkeywords%3D9%2Bcolor%2Beyeshadow%2Bpalette%26qid%3D1699047916%26sr%3D8-100-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,https://m.media-amazon.com/images/I/71mCtXtiXeL._AC_UL320_.jpg,-
B0C3QCZXSQ,-,SUAKE Waterproof 9 Colors Shimmer Matte Eyeshadow Palette.Longwearing Highly Pigmented Glitter Eye Makeup Palet. Sparkle Pearlescent paleta de sombras 1# Gold Green,-,-,SUAKE,-,-,3.27 x 3.27 x 0.55 inches, 2.43 Ounces,-,-,https://www.amazon.com/SUAKE-Waterproof-Eyeshadow-Palette-Longwearing-Pearlescent/dp/B0C3QCZXSQ/ref=sr_1_101?keywords=9+color+eyeshadow+palette&qid=1699047916&sr=8-101,https://m.media-amazon.com/images/I/71gK4e-A+6L._AC_UL320_.jpg,-
B07GVK7TXD,2,"Eyeshadow Palette Makeup, Everfavor Pigmented Eye Shadow Nude Palettes - Professional 21 Colors Shimmer Warm Neutral Smoky Cosmetic Baked Eye Shadows (21 Colors, 09)",$11.99,$11.99,Everfavor,-,-,10.4 x 6 x 1.5 inches, 1.3 Ounces,"1,092 ratings",4.3 out of 5 stars,https://www.amazon.com/Everfavor-Professional-Pigmented-Palettes-Eyeshadow/dp/B07GVK7TXD/ref=sr_1_102?keywords=9+color+eyeshadow+palette&qid=1699047916&sr=8-102,https://m.media-amazon.com/images/I/610M0MnEqnL._AC_UL320_.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3VRQA6HBNB899&asin=B07GVK7TXD&ref_=dp_merchant_link&isAmazonFulfilled=1
B0BVZSSMHG,-,Pink White Rose Red Brown Sky Blue eyeshadow Palette 9 Color Hypoallergenic eye shadow Palettes (Dark Brown #5),-,-,Daeuwiutr,-,-,2.86 x 0.5 x 2.86 inches, 1.13 Ounces,11 ratings,3.1 out of 5 stars,https://www.amazon.com/Eyeshadow-Palette-Pigmented-Hypoallergenic-Waterproof/dp/B0BVZSSMHG/ref=sr_1_103?keywords=9+color+eyeshadow+palette&qid=1699047916&sr=8-103,https://m.media-amazon.com/images/I/71YTz+t9zdL._AC_UL320_.jpg,-
B0BYT7GCNN,2,"Black Smokey Eyeshadow Palette Makeup, Cool Toned 9 Colors Black Gray Silver White Eye Shadow Makeup Palette,Longlasting Waterproof Matte Glitter Smoky Eyeshadow (B)",$7.99,$7.99,Moakxer,-,-,2.95 x 2.95 x 0.55 inches, 1.33 Ounces,6 ratings,3.5 out of 5 stars,https://www.amazon.com/Eyeshadow-Palette-Longlasting-Waterproof-Glitter/dp/B0BYT7GCNN/ref=sr_1_104?keywords=9+color+eyeshadow+palette&qid=1699047916&sr=8-104,https://m.media-amazon.com/images/I/81yqCzabrhL._AC_UL320_.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A190ZETFQG7WZZ&asin=B0BYT7GCNN&ref_=dp_merchant_link&isAmazonFulfilled=1
B0BV6YB6SV,2,"Go Ho 10 Colors Eyeshadow Palette,All Matte Nude Pink Eyeshadow Makeup,Highly Pigmented Smooth Warm Shades Eye Shadow,Waterproof Eyeshadow Makeup Palette,09 Matte Nude Powder",$6.88,$6.88,Go Ho,-,-,6.69 x 3.39 x 0.91 inches, 1.94 Ounces,217 ratings,4.3 out of 5 stars,https://www.amazon.com/Go-Ho-Eyeshadow-Pigmented-Waterproof/dp/B0BV6YB6SV/ref=sr_1_105?keywords=9+color+eyeshadow+palette&qid=1699047916&sr=8-105,https://m.media-amazon.com/images/I/41d6Pg3xSoL._AC_UL320_.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A9MAJWQV1QXGD&asin=B0BV6YB6SV&ref_=dp_merchant_link&isAmazonFulfilled=1
B0CLM27XMQ,2,TWIFER 9 Colors Eyeshadow Palette 3 Texture Rich Layers Eye Makeup Matte Pearlescent Polarized Light Easy To Blend Rose Mousse Oatmeallatte,$2.49,$2.49,TWIFER,sales today clearance,-,-,-,-,-,https://www.amazon.com/TWIFER-Eyeshadow-Pearlescent-Polarized-Oatmeallatte/dp/B0CLM27XMQ/ref=sr_1_106?keywords=9+color+eyeshadow+palette&qid=1699047916&sr=8-106,https://m.media-amazon.com/images/I/51kDaQ9PmLL._AC_UL320_.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3HF4B643CF7WO&asin=B0CLM27XMQ&ref_=dp_merchant_link
