product_id,marketplace_id,product_title,product_price,list_price,manufacturer,upc,model_name,product_dimensions,product_weight,customer_ratings,average_rating,listing_url,image_url,seller_info_url
B0B6QKW2BQ,-,"9 Color Glitter Matte Eyeshadow Palette, Pink Nude Red Cream Shimmer Eyeshadow Eye Shadow Makeup Palettes, Mothers Day Gifts Waterproof High Pigment Long-Lasting Korean Eye Makeup(03# Pink)",-,-,MAY FOLTREN,-,-,2.87 x 2.87 x 0.55 inches, 1.13 Ounces,136 ratings,4.2 out of 5 stars,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NDA2OTA4NjY3MTc3NjcxOjE2OTkwNDc4OTM6c3BfYXRmOjIwMDA3Mzc3MDkzMDc5ODo6MDo6&url=%2FEyeshadow-Waterproof-Hypoallergenic-Highly-Pigmented-Long-Lasting%2Fdp%2FB0B6QKW2BQ%2Fref%3Dsr_1_1_sspa%3Fkeywords%3D9%2Bcolor%2Beyeshadow%2Bpalette%26qid%3D1699047893%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,https://m.media-amazon.com/images/I/61Qh4MKXJEL._AC_UL320_.jpg,-
B0C9Y7BHHZ,2,"AMY'S DIARY 9 Colors Eyeshadow Palette Green Glitter Makeup,light deep Green Yellow Matte Glitter EyeShadow Long Lasting Colorful Eye Shadow Plattet for woman (103)",$8.99,$8.99,AMY'S DIARY,-,-,Item Dimensions LxWxH,-,210 ratings,3.9 out of 5 stars,https://www.amazon.com/AMYS-DIARY-Eyeshadow-EyeShadow-Colorful/dp/B0C9Y7BHHZ/ref=sr_1_2?keywords=9+color+eyeshadow+palette&qid=1699047893&sr=8-2,https://m.media-amazon.com/images/I/71-DVT0ufOL._AC_UL320_.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=ADFM9IGZCBSKR&asin=B0C9Y7BHHZ&ref_=dp_merchant_link&isAmazonFulfilled=1
B0C7G1V461,2,"9 Colors Eyeshadow Palette Kit,Eyeshadow Palette with 3 Eyeshadow Brushes,Cute Toast Shaped Blushed Eyeshadow Palette Matte & Shimmer Glitter Long-lasting Nude Eye Shadow Daily Eye Makeup (#03)",$9.99,$9.99,Getzan,-,-,7.56 x 5.59 x 0.67 inches, 3.49 Ounces,5 ratings,4.1 out of 5 stars,https://www.amazon.com/Eyeshadow-Palette-Brushes-Blushed-Long-lasting/dp/B0C7G1V461/ref=sr_1_3?keywords=9+color+eyeshadow+palette&qid=1699047893&sr=8-3,https://m.media-amazon.com/images/I/61XjPqS3iyL._AC_UL320_.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A27X1KGIS9DURE&asin=B0C7G1V461&ref_=dp_merchant_link&isAmazonFulfilled=1
B0C53W6Y3P,2,"TWLBXMG 9 Color Eyeshadow Palette, Glitter Nude Peach Rose Gold Champagne Orange Eye Shadow Palettes Waterproof Highly-Pigmented Long-Lasting Korean Eye Makeup (02# Peach) (02# peach)",$6.98,$6.98,TWLBXMG,-,-,2.87 x 2.87 x 0.55 inches, 1.13 Ounces,2 ratings,4.5 out of 5 stars,https://www.amazon.com/TWLBXMG-Eyeshadow-Waterproof-Highly-Pigmented-Long-Lasting/dp/B0C53W6Y3P/ref=sr_1_4?keywords=9+color+eyeshadow+palette&qid=1699047893&sr=8-4,https://m.media-amazon.com/images/I/610mnMsYF5L._AC_UL320_.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1CMGFYXLY07QE&asin=B0C53W6Y3P&ref_=dp_merchant_link&isAmazonFulfilled=1
B0B68G2S1Y,2,PICKX 9 Colors Glitter Eyeshadow Makeup Palette Matte High Pigmented Colorful Creamy Texture Eye Shadow Powder Natural Waterproof Long Lasting Eyeshadow Powder Cosmetics (orange),$10.39,$10.39,PICKX,-,-,5.71 x 4.09 x 0.67 inches, 1.13 Ounces,35 ratings,3.2 out of 5 stars,https://www.amazon.com/PICKX-Eyeshadow-Pigmented-Waterproof-Cosmetics/dp/B0B68G2S1Y/ref=sr_1_5?keywords=9+color+eyeshadow+palette&qid=1699047893&sr=8-5,https://m.media-amazon.com/images/I/71hN4i+E4EL._AC_UL320_.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3MWZUCPOXDNHT&asin=B0B68G2S1Y&ref_=dp_merchant_link&isAmazonFulfilled=1
B0B6QN2SHM,2,"MAY FOLTREN Peach Rose Gold Champagne Orange Eyeshadow Palette, 9 Color Glitter Matte Shimmer Blendable Eye Shadow Palettes, Waterproof Highly-Pigmented Long-Lasting Korean Makeup(02# Peach)",$6.98,$6.98,MAY FOLTREN,-,-,2.91 x 2.87 x 0.55 inches, 1.13 Ounces,136 ratings,4.2 out of 5 stars,https://www.amazon.com/Eyeshadow-Waterproof-Hypoallergenic-Highly-Pigmented-Long-Lasting/dp/B0B6QN2SHM/ref=sr_1_6?keywords=9+color+eyeshadow+palette&qid=1699047893&sr=8-6,https://m.media-amazon.com/images/I/610mnMsYF5L._AC_UL320_.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3UHTSQD2PSXZM&asin=B0B6QN2SHM&ref_=dp_merchant_link&isAmazonFulfilled=1
B0BY4NSTSN,2,Xaena Carved Flower Pattern Eyeshadow Palette Colorful Eye Makeup in 9 Shades of Eyeshadow and Blush with Eyeshadow Brush and Makeup Mirror - Embossed Makeup Palette for Creative Looks,$19.99,$24.99,Xaena,-,-,6.69 x 2.55 x 0.59 inches, 7.37 Ounces,18 ratings,4.4 out of 5 stars,https://www.amazon.com/Xaena-Pattern-Eyeshadow-Palette-Colorful/dp/B0BY4NSTSN/ref=sr_1_7?keywords=9+color+eyeshadow+palette&qid=1699047893&sr=8-7,https://m.media-amazon.com/images/I/71SOJrHsjAL._AC_UL320_.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2SHKAJG832UOE&asin=B0BY4NSTSN&ref_=dp_merchant_link&isAmazonFulfilled=1
B0CG4CWWHW,2,"GL-Turelifes 9 Colors Matte&Pearl Black Eyeshadow Palette, Smoky Eye Shadow Makeup, Silver Glitter Grey Eyeshadow with Mirror Waterproof Sweat-proof Long Lasting Highly Pigmented Eye Shadows (Gray)",$7.99,$7.99,Chunbi,-,-,2.76 x 2.76 x 0.67 inches, 1.41 Ounces,1 rating,5.0 out of 5 stars,https://www.amazon.com/GL-Turelifes-Eyeshadow-Waterproof-Sweat-proof-Pigmented/dp/B0CG4CWWHW/ref=sr_1_8?keywords=9+color+eyeshadow+palette&qid=1699047893&sr=8-8,https://m.media-amazon.com/images/I/51Rntyb+ykL._AC_UL320_.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3QWPCTF7WO7PW&asin=B0CG4CWWHW&ref_=dp_merchant_link&isAmazonFulfilled=1
B0CHNYPH75,-,ecofavor Red Goth Eyeshadow Palette - 9 Colors True Hot Red Black Eye Shadows | Halloween Glitters Makeup | Matte Shimmer High Pigmentation | Clown Vampire SFX Halloween Christmas Palette,-,-,ecofavor,-,-,5.55 x 5 x 0.75 inches, 4.16 Ounces,3 ratings,5.0 out of 5 stars,https://www.amazon.com/ecofavor-Red-Goth-Eyeshadow-Palette/dp/B0CHNYPH75/ref=sr_1_9?keywords=9+color+eyeshadow+palette&qid=1699047893&sr=8-9,https://m.media-amazon.com/images/I/716SKUEWKML._AC_UL320_.jpg,-
B09WHXNWZV,2,"Go Ho Black Grey White Smokey Makeup Eyeshadow Palette,9 Colors Matte & Shimmer Eye Makeup Palette,Gray Sliver Eyeshadow Makeup,Waterproof Cool Daily Shades Eyeshadow Palette with Prism Mirror",$7.88,$7.88,Go Ho,-,-,3.39 x 3.27 x 0.55 inches, 3.21 Ounces,295 ratings,4.3 out of 5 stars,https://www.amazon.com/Go-Ho-Eyeshadow-Palette-Waterproof/dp/B09WHXNWZV/ref=sr_1_10?keywords=9+color+eyeshadow+palette&qid=1699047893&sr=8-10,https://m.media-amazon.com/images/I/61Tt5XuBWoL._AC_UL320_.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A9MAJWQV1QXGD&asin=B09WHXNWZV&ref_=dp_merchant_link&isAmazonFulfilled=1
B09NSJP49W,-,"Sulily 10 Colors Eyeshadow Palette Matte Naked Eye Shadow Makeup,High Pigmented, Naturing-Looking, Ultra-Blendable,Long Lasting High Pigment Nude Eyeshadow with 3 Eyeshadow Brush(Cement color)",-,-,Sulily,-,-,5.28 x 2.83 x 0.67 inches, 2.4 Ounces,"1,013 ratings",4.0 out of 5 stars,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NDA2OTA4NjY3MTc3NjcxOjE2OTkwNDc4OTM6c3BfbXRmOjMwMDA0MTMxMTEwMDQwMjo6MDo6&url=%2FEyeshadow-Pigmented-Naturing-Looking-Ultra-Blendable-Pawlette%2Fdp%2FB09NSJP49W%2Fref%3Dsr_1_11_sspa%3Fkeywords%3D9%2Bcolor%2Beyeshadow%2Bpalette%26qid%3D1699047893%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/71DvVaZ0w9L._AC_UL320_.jpg,-
B09WF3DYZG,2,"Yeweian Blue Eyeshadow Palette, 9 Colors Glitter Matte Eyeshadow Makeup Palette,Silver Grey Smokey Eyeshadow Palette Highly Pigmented Waterproof Eyeshadow Pallete for Girls and Women",$6.99,$6.99,Yeweian,-,-,Item Dimensions LxWxH,-,960 ratings,4.0 out of 5 stars,https://www.amazon.com/Yeweian-Eyeshadow-Palette-Pigmented-Waterproof/dp/B09WF3DYZG/ref=sr_1_12?keywords=9+color+eyeshadow+palette&qid=1699047893&sr=8-12,https://m.media-amazon.com/images/I/71ABrlnjylL._AC_UL320_.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AVXU4YSZFLWC3&asin=B09WF3DYZG&ref_=dp_merchant_link&isAmazonFulfilled=1
B081KVNTCH,2,"Estee Lauder Pure Color Envy Eye and Cheek Palette - Glam, Eyeshadow(9) and Blush, Unboxed Limited Edition",$11.84,$16.49,Estee Lauder,-,-,Item Dimensions LxWxH,-,132 ratings,4.3 out of 5 stars,https://www.amazon.com/Estee-Lauder-Color-Cheek-Palette/dp/B081KVNTCH/ref=sr_1_13?keywords=9+color+eyeshadow+palette&qid=1699047893&sr=8-13,https://m.media-amazon.com/images/I/515uFql8-vL._AC_UL320_.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3IVGXU26JWY7S&asin=B081KVNTCH&ref_=dp_merchant_link&isAmazonFulfilled=1
B09B99LRD4,2,ETUDE Play Color Eyes | 9 Color Eyeshadow Palette With Soft & Pure Contour Shades (Dusty Cat),$23.99,$23.99,Intercos Korea,650003047,-,4.06 x 3.66 x 1.1 inches, 2.89 Ounces,251 ratings,4.4 out of 5 stars,https://www.amazon.com/ETUDE-Eyeshadow-Palette-Contour-Shades/dp/B09B99LRD4/ref=sr_1_14?keywords=9+color+eyeshadow+palette&qid=1699047893&sr=8-14,https://m.media-amazon.com/images/I/61YcO+XSjEL._AC_UL320_.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A34TZ8AIJ8CZKO&asin=B09B99LRD4&ref_=dp_merchant_link&isAmazonFulfilled=1
B0C5WKSBFW,2,"AMY'S DIARY 9 Colors Pressed Glitter Eyeshadow Palette Glitter White Red Blue Silver Pink Eyeshadow Palette, Glitter Daily Party Sparkling Eye Face Makeup Cosmetics (D2)",$6.99,$11.90,AMY'S DIARY,-,-,3.15 x 3.15 x 0.47 inches, 1.41 Ounces,7 ratings,3.3 out of 5 stars,https://www.amazon.com/AMYS-DIARY-Eyeshadow-Sparkling-Cosmetics/dp/B0C5WKSBFW/ref=sr_1_15?keywords=9+color+eyeshadow+palette&qid=1699047893&sr=8-15,https://m.media-amazon.com/images/I/71Io6rQv-rL._AC_UL320_.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=ADFM9IGZCBSKR&asin=B0C5WKSBFW&ref_=dp_merchant_link&isAmazonFulfilled=1
B073ZBGLJF,-,BestLand 2 Pack 12 Colors Makeup Nude Colors Eyeshadow Palette Natural Nude Matte Shimmer Glitter Pigment Eye Shadow Pallete Set Waterproof Smokey Professional Beauty Makeup Kit (2 PCS),-,-,BestLand,1,-,7.87 x 2.76 x 0.59 inches, 8.47 Ounces,"12,758 ratings",4.2 out of 5 stars,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NDA2OTA4NjY3MTc3NjcxOjE2OTkwNDc4OTM6c3BfbXRmOjIwMDEwODA2NDEwMTc5ODo6MDo6&url=%2FEyeshadow-Waterproof-Professional-Cosmetic-BESTLAND%2Fdp%2FB073ZBGLJF%2Fref%3Dsr_1_16_sspa%3Fkeywords%3D9%2Bcolor%2Beyeshadow%2Bpalette%26qid%3D1699047893%26sr%3D8-16-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1%26smid%3DAI2AQ61FSH6DS,https://m.media-amazon.com/images/I/61dVjYX+ooL._AC_UL320_.jpg,-
B0BXFXNHRB,-,"Pink Mini Eyeshadow Palette Glitter Eye shadow Makeup 4 Colors ,Warm Brown Pink Eyeshadow Shiny Sparkle Shimmer Glitter Eyeshadow Waterproof Pallete,sliver Glitter Eye Eyeshadow Make Up (02)",-,-,AMY'S DIARY,-,-,2.95 x 2.95 x 0.47 inches, 1.45 Ounces,24 ratings,3.9 out of 5 stars,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NDA2OTA4NjY3MTc3NjcxOjE2OTkwNDc4OTM6c3BfbXRmOjIwMDE2MDc4NTYwOTM5ODo6MDo6&url=%2FEyeshadow-Palette-Glitter-Sparkle-Waterproof%2Fdp%2FB0BXFXNHRB%2Fref%3Dsr_1_17_sspa%3Fkeywords%3D9%2Bcolor%2Beyeshadow%2Bpalette%26qid%3D1699047893%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/616XWCJkZHL._AC_UL320_.jpg,-
B0C5R213DH,-,"VDL Eye Shine Color Mode Eyeshadow Palette, 04 Cozy Neutral - Long Lasting 6 Vibrant Shades (0.25 oz) by LG Beauty",-,-,"LG H&H Co., Ltd.",-,-,4.02 x 0.55 x 2.76 inches, 0.25 Ounces,11 ratings,4.6 out of 5 stars,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NDA2OTA4NjY3MTc3NjcxOjE2OTkwNDc4OTM6c3BfbXRmOjMwMDAwMjQ5ODcxMjEwMjo6MDo6&url=%2FVDL-Shine-Eyeshadow-Palette-Neutral%2Fdp%2FB0C5R213DH%2Fref%3Dsr_1_18_sspa%3Fkeywords%3D9%2Bcolor%2Beyeshadow%2Bpalette%26qid%3D1699047893%26sr%3D8-18-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/71Udztr4Q2L._AC_UL320_.jpg,-
B0BFFBGXPF,-,"LUXAZA Cream Single Eyeshadow Stick with Blending Brush, Hypoallergenic Eye Shadow Stick Makeup, Pro Waterproof & Long Lasting Eye Brightener Stick, Eyeshadow Pencil Crayon Shimmer #120",-,-,LUXAZA,-,-,13 x 2.3 x 1.5 inches, 0.63 Ounces,"3,874 ratings",4.0 out of 5 stars,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NDA2OTA4NjY3MTc3NjcxOjE2OTkwNDc4OTM6c3BfbXRmOjMwMDA2NjUzNDEyMzUwMjo6MDo6&url=%2FLUXAZA-Hypoallergenic-Waterproof-Brightener-Cruelty-free%2Fdp%2FB0BFFBGXPF%2Fref%3Dsr_1_19_sspa%3Fkeywords%3D9%2Bcolor%2Beyeshadow%2Bpalette%26qid%3D1699047893%26sr%3D8-19-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/6197C+GiQEL._AC_UL320_.jpg,-
B0BG3X5H7Z,2,"dasique Shadow Palette #13 Cool Blending l Vegan, Cruelty-Free l 9 Blendable Shades in Smooth Matte Finish",$29.90,$29.90,Cosmax Inc.,-,-,Item Dimensions LxWxH,-,41 ratings,4.4 out of 5 stars,https://www.amazon.com/Dasique-Blending-Cruelty-Free-Blendable-Finishes/dp/B0BG3X5H7Z/ref=sr_1_20?keywords=9+color+eyeshadow+palette&qid=1699047893&sr=8-20,https://m.media-amazon.com/images/I/61tR2aYq-BL._AC_UL320_.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1ATQ11TIDBOT5&asin=B0BG3X5H7Z&ref_=dp_merchant_link&isAmazonFulfilled=1
B07PHL3HG2,2,Ccolor Soft Natural 9 Color Eyeshadow Palette - Highly Pigmented - Compact Palette Matte/Shimmer Neutral Colors Smokey Eye - Makeup Palette,$5.10,$5.10,Ccolor Cosmetics,-,-,4.45 x 3.15 x 0.87 inches, 3.53 Ounces,170 ratings,4.4 out of 5 stars,https://www.amazon.com/Ccolor-Cosmetics-Natural-Eyeshadow-Palette/dp/B07PHL3HG2/ref=sr_1_21?keywords=9+color+eyeshadow+palette&qid=1699047893&sr=8-21,https://m.media-amazon.com/images/I/71RoK9EGuKL._AC_UL320_.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A397C5QYXOSCS0&asin=B07PHL3HG2&ref_=dp_merchant_link&isAmazonFulfilled=1
B0C3XKQCQD,2,"9 Color Eyeshadow Palette Makeup Matte and Glitter Red Green Purple Nude Neutral Warm and Cool Eye Pallet Highly Pigmented Long Lasting Waterproof No Fading Glitter Eye Shadow Vegan,Cruelty Free",$6.99,$6.99,CAKAILA,-,-,2.91 x 2.91 x 0.51 inches, 1.45 Ounces,68 ratings,3.6 out of 5 stars,https://www.amazon.com/Eyeshadow-Palette-Glitter-Pigmented-Waterproof/dp/B0C3XKQCQD/ref=sr_1_22?keywords=9+color+eyeshadow+palette&qid=1699047893&sr=8-22,https://m.media-amazon.com/images/I/61rzvb0S1JL._AC_UL320_.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AUZDQOXOIFVFU&asin=B0C3XKQCQD&ref_=dp_merchant_link&isAmazonFulfilled=1
B0BS95VMKT,2,"MAKI YIKA Black Grey Smoky Eyeshadow Palette, Matte Black White Gray Silver High Pigmented Smokey Eye Shadow, 9 Colors Long Lasting Shimmer Powder Makeup Palette For Goth Look (Black)",$9.99,$9.99,MAKI YIKA,balck eye shadow,-,4.53 x 4.45 x 0.47 inches, 3.84 Ounces,343 ratings,4.6 out of 5 stars,https://www.amazon.com/MAKI-YIKA-Eyeshadow-Palette-Pigmented/dp/B0BS95VMKT/ref=sr_1_23?keywords=9+color+eyeshadow+palette&qid=1699047893&sr=8-23,https://m.media-amazon.com/images/I/91oACPzESBL._AC_UL320_.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A28MBLP8A0XNWN&asin=B0BS95VMKT&ref_=dp_merchant_link&isAmazonFulfilled=1
B0BVZRP9WW,-,Nude Purple Pink Matte Eyeshadow Palette Light Brown Metallic Glitter Highly Pigmented Eye Shadow Palette 9 Colors Neutral Waterproof Hypoallergenic Long Lasting Korean Eye Makeup (Naked Purple #),-,-,Daeuwiutr,-,-,2.86 x 0.5 x 34.32 inches, 1.45 Ounces,143 ratings,3.5 out of 5 stars,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NDA2OTA4NjY3MTc3NjcxOjE2OTkwNDc4OTM6c3BfbXRmOjIwMDEzMjk4ODU4OTQ5ODo6MDo6&url=%2FEyeshadow-Metallic-Pigmented-Waterproof-Hypoallergenic%2Fdp%2FB0BVZRP9WW%2Fref%3Dsr_1_24_sspa%3Fkeywords%3D9%2Bcolor%2Beyeshadow%2Bpalette%26qid%3D1699047893%26sr%3D8-24-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/71k48uC3duL._AC_UL320_.jpg,-
B0BFF9TY46,-,"LUXAZA 10PCS Eyeshadow Stick,Shimmer And Matte Neutral Brown Eye Shadow Sticks Pencil Crayon, Eye Brightener Stick With Crease-proof Formula,Waterproof & Long Lasting",-,-,LUXAZA,-,-,8.86 x 5.83 x 0.75 inches, 6.74 Ounces,856 ratings,4.0 out of 5 stars,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NDA2OTA4NjY3MTc3NjcxOjE2OTkwNDc4OTM6c3BfbXRmOjIwMDExMDg2NTcwOTI5ODo6MDo6&url=%2FLUXAZA-Eyeshadow-Brightener-Crease-proof-Waterproof%2Fdp%2FB0BFF9TY46%2Fref%3Dsr_1_25_sspa%3Fkeywords%3D9%2Bcolor%2Beyeshadow%2Bpalette%26qid%3D1699047893%26sr%3D8-25-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/71QZo-XADPL._AC_UL320_.jpg,-
B0B6WR9LHC,-,"BKPPLZP Pearl 12 Colors Makeup Naked Eyeshadow Palette,Nude Matte Shimmer Eyeshadow Palette,Natural Glitter Pigment Eye Shadow Pallete Set Long Lasting & Waterproof Smokey Eye Professional Beauty Makeup Kit",-,-,BKPPLZP,-,-,8.03 x 2.72 x 0.59 inches, 3.84 Ounces,142 ratings,3.8 out of 5 stars,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NDA2OTA4NjY3MTc3NjcxOjE2OTkwNDc4OTM6c3BfbXRmOjMwMDA3NjQ1NzMwMDQwMjo6MDo6&url=%2FEyeshadow-Palette-Shimmer-Waterproof-Professional%2Fdp%2FB0B6WR9LHC%2Fref%3Dsr_1_26_sspa%3Fkeywords%3D9%2Bcolor%2Beyeshadow%2Bpalette%26qid%3D1699047893%26sr%3D8-26-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/71ES+QENn0L._AC_UL320_.jpg,-
B09Q35YN7K,-,"Go Ho 10 Colors Eyeshadow Palette,All Matte Nude Eyeshadow Makeup,High Pigmented Shades,Naturing-Looking,High Pigment Waterproof Cool Eye Eyeshadow Palette,05",-,-,Go Ho,-,-,4.92 x 2.28 x 0.55 inches, 2.89 Ounces,217 ratings,4.3 out of 5 stars,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NDA2OTA4NjY3MTc3NjcxOjE2OTkwNDc4OTM6c3BfbXRmOjIwMDA1OTA0MTMwNDg5ODo6MDo6&url=%2FGo-Ho-Eyeshadow-Naturing-Looking-Waterproof%2Fdp%2FB09Q35YN7K%2Fref%3Dsr_1_27_sspa%3Fkeywords%3D9%2Bcolor%2Beyeshadow%2Bpalette%26qid%3D1699047893%26sr%3D8-27-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/611ysC-CxkL._AC_UL320_.jpg,-
B0BWTLVFDD,-,9 Colors Shimmer Matte Blue Eyeshadow Palette.Highly Pigmented Light Blue Eyeshadow Dark Blue Eye shadow Paleta.Blendability Shiny Matte Blue Makeup Powder Palet.paleta de sombras de ojos azul,-,-,SUAKE,-,-,Item Dimensions LxWxH,-,148 ratings,3.7 out of 5 stars,https://www.amazon.com/Eyeshadow-Palette-Highly-Pigmented-Paleta-Blendability-Palet-paleta/dp/B0BWTLVFDD/ref=sr_1_28?keywords=9+color+eyeshadow+palette&qid=1699047893&sr=8-28,https://m.media-amazon.com/images/I/71EY-J6Gw0L._AC_UL320_.jpg,-
B0BHHC9TXW,-,Serseul Eyeshadow Palette 9 Colors Eye Shadow Palette Shimmer and Matte Highly Pigmented Eye Makeup Palette,-,-,Serseul,-,-,4.21 x 3.66 x 1.06 inches, 3.21 Ounces,46 ratings,4.5 out of 5 stars,https://www.amazon.com/Serseul-Eyeshadow-Palette-Shimmer-Pigmented/dp/B0BHHC9TXW/ref=sr_1_29?keywords=9+color+eyeshadow+palette&qid=1699047893&sr=8-29,https://m.media-amazon.com/images/I/51ShpghQ6eL._AC_UL320_.jpg,-
B0B7QWB61Y,2,"DE'LANCI Blue Teal Eyeshadow Palette, 9 Color Blue Green Eye Shadow Mermaid Makeup Pallets,Shimmer Matte Cool Toned Eye Shades for Christmas Snowflake, Long Lasting Turquoise Eyeshadow,Velvety Texture",$7.99,$9.99,DE'LANCI,-,-,4.33 x 4.33 x 0.2 inches, 4.16 Ounces,32 ratings,4.4 out of 5 stars,https://www.amazon.com/DELANCI-Eyeshadow-Palette-Christmas-Snowflake/dp/B0B7QWB61Y/ref=sr_1_30?keywords=9+color+eyeshadow+palette&qid=1699047893&sr=8-30,https://m.media-amazon.com/images/I/81lkinF0Y7L._AC_UL320_.jpg,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2V2LUL2AFG2GL&asin=B0B7QWB61Y&ref_=dp_merchant_link&isAmazonFulfilled=1
B0BJJYGFJ8,-,"Green Eyeshadow Palette,9 Colors Matte Shimmer Eye Shadow High Pigmented Professional Eye Makeup Palette,Waterproof Long Lasting Profusion Makeup Palette With 2 eyeshadow brushes(Green)",-,-,Sulily,-,-,7.6 x 4.61 x 0.67 inches, 3.53 Ounces,"1,013 ratings",4.0 out of 5 stars,https://www.amazon.com/Eyeshadow-Pigmented-Professional-Waterproof-Profusion/dp/B0BJJYGFJ8/ref=sr_1_31?keywords=9+color+eyeshadow+palette&qid=1699047893&sr=8-31,https://m.media-amazon.com/images/I/810isRLArjL._AC_UL320_.jpg,-
B0B3MR9L4V,-,"AMY'S DIARY Green Eyeshadow Palette Green Glitter Makeup,Forest Green Yellow 16 Colors Matte Glitter Eyeshadow Long Lasting Colorful Eye Shadow Plattet for Christmas Women Girls",-,-,AMY'S DIARY,-,-,3.74 x 3.58 x 0.51 inches, 2.4 Ounces,"1,959 ratings",3.8 out of 5 stars,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NDA2OTA4NjY3MTc3NjcxOjE2OTkwNDc4OTM6c3BfbXRmOjIwMDE1NjIwODU1NTc5ODo6MDo6&url=%2FAMYS-DIARY-Eyeshadow-Colorful-Christmas%2Fdp%2FB0B3MR9L4V%2Fref%3Dsr_1_32_sspa%3Fkeywords%3D9%2Bcolor%2Beyeshadow%2Bpalette%26qid%3D1699047893%26sr%3D8-32-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/61PoZV9ivVL._AC_UL320_.jpg,-
